CÓDIGO DO MUNICÍPIO - TOM,CÓDIGO DO MUNICÍPIO - IBGE,MUNICÍPIO - TOM,MUNICÍPIO - IBGE,UF,ESTADO
6585,3524204,JABORANDI,Jaborandi,SP,São Paulo
6587,3524303,JABOTICABAL,Jaboticabal,SP,São Paulo
6589,3524402,JACAREÍ,Jacareí,SP,São Paulo
6591,3524501,JACI,Jaci,SP,São Paulo
6593,3524600,JACUPIRANGA,Jacupiranga,SP,São Paulo
6595,3524709,JAGUARIÚNA,Jaguariúna,SP,São Paulo
6597,3524808,JALES,Jales,SP,São Paulo
6599,3524907,JAMBEIRO,Jambeiro,SP,São Paulo
6601,3525003,JANDIRA,Jandira,SP,São Paulo
6603,3525102,JARDINÓPOLIS,Jardinópolis,SP,São Paulo
6605,3525201,JARINU,Jarinu,SP,São Paulo
6607,3525300,JAÚ,Jaú,SP,São Paulo
6609,3525409,JERIQUARA,Jeriquara,SP,São Paulo
6611,3525508,JOANÓPOLIS,Joanópolis,SP,São Paulo
6613,3525607,JOÃO RAMALHO,João Ramalho,SP,São Paulo
6615,3525706,JOSÉ BONIFÁCIO,José Bonifácio,SP,São Paulo
6617,3525805,JÚLIO MESQUITA,Júlio Mesquita,SP,São Paulo
6619,3525904,JUNDIAÍ,Jundiaí,SP,São Paulo
6621,3526001,JUNQUEIRÓPOLIS,Junqueirópolis,SP,São Paulo
6623,3526100,JUQUIÁ,Juquiá,SP,São Paulo
6625,3526209,JUQUITIBA,Juquitiba,SP,São Paulo
6627,3526308,LAGOINHA,Lagoinha,SP,São Paulo
6629,3526407,LARANJAL PAULISTA,Laranjal Paulista,SP,São Paulo
6631,3526506,LAVÍNIA,Lavínia,SP,São Paulo
6633,3526605,LAVRINHAS,Lavrinhas,SP,São Paulo
6635,3526704,LEME,Leme,SP,São Paulo
6637,3526803,LENÇÓIS PAULISTA,Lençóis Paulista,SP,São Paulo
6639,3526902,LIMEIRA,Limeira,SP,São Paulo
6641,3527009,LINDÓIA,Lindóia,SP,São Paulo
6643,3527108,LINS,Lins,SP,São Paulo
6645,3527207,LORENA,Lorena,SP,São Paulo
6647,3527306,LOUVEIRA,Louveira,SP,São Paulo
6649,3527405,LUCÉLIA,Lucélia,SP,São Paulo
6651,3527504,LUCIANÓPOLIS,Lucianópolis,SP,São Paulo
6653,3527603,LUÍS ANTÔNIO,Luís Antônio,SP,São Paulo
6655,3527702,LUIZIÂNIA,Luiziânia,SP,São Paulo
6657,3527801,LUPÉRCIO,Lupércio,SP,São Paulo
6659,3527900,LUTÉCIA,Lutécia,SP,São Paulo
6661,3528007,MACATUBA,Macatuba,SP,São Paulo
6663,3528106,MACAUBAL,Macaubal,SP,São Paulo
6665,3528205,MACEDÔNIA,Macedônia,SP,São Paulo
6667,3528304,MAGDA,Magda,SP,São Paulo
6669,3528403,MAIRINQUE,Mairinque,SP,São Paulo
6671,3528502,MAIRIPORÃ,Mairiporã,SP,São Paulo
6673,3528601,MANDURI,Manduri,SP,São Paulo
6675,3528700,MARABÁ PAULISTA,Marabá Paulista,SP,São Paulo
6677,3528809,MARACAÍ,Maracaí,SP,São Paulo
